condition_source,closed_loop_candidate,step,phase,conditions_passed,conditions_total,success,note
validated_cached_H50_source_episode,none,526,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,527,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,528,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,529,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,530,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,531,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,532,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,533,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,534,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,535,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,536,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,537,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,538,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,539,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,540,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,541,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,542,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,543,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,544,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,545,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,546,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,547,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,548,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,549,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,550,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,551,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,552,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,553,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,554,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,555,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,556,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,557,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,558,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,559,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,560,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,561,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,562,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,563,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,564,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,565,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,566,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,567,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,568,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,569,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,570,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,571,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,572,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,573,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,574,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,575,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,576,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,577,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,578,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,579,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,580,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,581,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,582,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,583,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,584,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,585,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,586,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,587,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,588,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,589,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,590,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,591,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,592,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,593,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,594,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,595,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,596,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,597,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,598,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,599,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,600,policy,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,601,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,602,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,603,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,604,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,605,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,606,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,607,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,608,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,609,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,610,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,611,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,612,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,613,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,614,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,615,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,616,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,617,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,618,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,619,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,620,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,621,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,622,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,623,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,624,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,625,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,626,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,627,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,628,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,629,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,630,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,631,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,632,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,633,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,634,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,635,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,636,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,637,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,638,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,639,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,640,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,641,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,642,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,643,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,644,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,645,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,646,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,647,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,648,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,649,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,650,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,651,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,652,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,653,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,654,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,655,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,656,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,657,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,658,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,659,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
validated_cached_H50_source_episode,none,660,terminal_settle,4,4,True,trained closed-loop execution was not authorized because the held-out inference gate failed
